carat;cut;color;clarity;price
0.92;4;5;2;4065
1;2;7;2;4065
0.91;3;3;5;4066
0.91;3;3;5;4066
1.12;3;1;2;4066
1.1;3;4;2;4066
0.91;4;7;2;4067
0.91;2;5;3;4067
0.9;3;7;3;4068
0.9;3;7;3;4068
0.9;3;7;3;4068
0.9;3;7;3;4068
0.9;2;7;3;4068
0.9;3;7;3;4068
0.92;4;4;2;4068
0.95;4;6;2;4068
0.84;4;6;3;4068
0.8;4;5;5;4070
0.95;5;6;2;4070
1.03;5;6;2;4070
1.1;4;6;2;4071
1.18;2;6;2;4071
1.12;5;7;2;4071
1.01;5;2;3;4072
1.01;5;4;3;4072
1.01;3;5;2;4072
1.01;5;7;2;4072
0.9;4;3;4;4072
0.9;2;3;5;4072
1.01;5;3;2;4072
1.01;2;3;2;4072
1.01;1;4;4;4072
1.01;3;2;3;4072
1.01;5;5;2;4072
1.01;2;5;2;4072
1.01;5;2;2;4072
1.01;5;2;3;4072
0.93;5;2;4;4073
1.11;4;1;2;4073
0.9;3;5;3;4074
0.99;5;5;2;4075
1.07;5;2;3;4075
1.11;3;2;2;4075
1;4;6;2;4077
0.91;4;6;4;4077
0.92;5;3;4;4077
1.01;2;5;2;4077
1;2;6;2;4077
0.9;4;4;2;4077
1;5;6;2;4077
1.12;5;3;2;4077
1;5;6;2;4077
1;3;6;2;4077
1;4;6;2;4077
1.12;5;3;2;4077
1;5;6;2;4077
1.04;4;3;2;4077
1.04;4;3;2;4077
1.12;5;2;3;4077
1;5;6;2;4077
1;5;2;5;4077
1;1;6;2;4077
0.9;2;7;2;4078
0.9;3;7;2;4078
0.9;4;7;2;4078
1.03;5;3;2;4078
1.03;4;2;3;4078
1.03;5;3;2;4078
1.09;3;2;2;4078
1.01;4;3;2;4078
1.01;4;3;2;4078
0.97;4;6;2;4078
1.06;5;6;3;4078
1.02;5;4;2;4078
1.19;5;4;2;4078
1.01;2;4;2;4079
1.01;4;4;2;4079
0.9;5;4;4;4079
1;3;2;2;4080
0.91;3;4;3;4081
0.9;3;4;4;4081
1;3;5;2;4081
1;2;2;4;4081
1;3;5;2;4081
1;3;5;2;4081
1;2;5;2;4081
1;2;5;2;4081
0.93;3;5;3;4081
0.93;5;5;3;4081
0.91;3;5;2;4081
1;2;3;2;4081
0.9;3;3;4;4082
1;3;5;2;4082
0.74;4;6;6;4082
0.72;4;7;4;4082
0.72;4;7;4;4082
0.9;5;3;4;4082
0.9;5;3;4;4082
0.9;5;3;4;4082
0.9;5;3;4;4082
0.9;5;3;4;4082
0.9;5;3;4;4082
1.35;5;1;3;4082
1.1;3;2;2;4083
1.12;5;4;2;4084
1.04;3;4;2;4084
1.02;3;2;2;4084
0.64;4;7;7;4084
1.1;2;4;2;4084
1.11;3;1;3;4084
1.28;2;3;2;4086
0.8;4;6;5;4086
0.92;2;7;3;4086
1;2;3;3;4086
0.81;4;7;4;4087
1;3;5;3;4088
1;5;3;2;4088
0.9;4;4;3;4088
1;5;3;2;4088
1;3;2;3;4088
0.9;3;2;4;4089
1.01;5;6;2;4089
0.85;4;6;3;4089
0.92;2;4;3;4089
1.09;5;2;3;4090
1.09;5;2;4;4090
0.9;4;6;2;4091
1.17;5;5;2;4092
1.06;4;2;2;4092
0.79;4;2;6;4092
1.11;4;1;2;4092
0.9;3;6;3;4092
0.9;5;6;3;4092
0.9;4;6;3;4092
0.9;5;6;3;4092
0.9;3;6;3;4092
0.9;2;4;4;4093
0.9;3;4;4;4093
1.02;2;3;3;4093
0.9;4;2;5;4093
1.13;5;1;2;4093
1.08;4;1;4;4093
0.72;4;6;6;4094
1;5;4;2;4095
0.7;3;7;5;4095
1.03;2;5;2;4095
1.03;4;6;2;4095
0.91;4;3;3;4096
1.11;5;4;3;4096
0.92;5;7;2;4096
0.92;5;7;2;4096
1.5;5;5;1;4096
1.06;5;2;2;4096
0.95;3;1;6;4098
0.94;5;6;2;4098
1.08;5;1;3;4098
1.23;4;3;1;4098
0.9;3;2;7;4099
1.01;4;1;2;4099
0.9;3;5;3;4099
1.22;1;2;3;4099
1.2;4;1;4;4099
1.03;3;3;2;4101
1.11;4;1;2;4101
0.9;4;3;2;4101
0.9;4;3;2;4101
0.9;4;3;2;4101
1.03;2;5;2;4101
0.97;4;4;2;4101
0.97;5;4;2;4101
1.11;3;6;2;4102
1.11;3;6;2;4102
1.2;3;1;2;4102
0.31;5;4;2;408
0.31;3;2;3;408
0.31;5;2;3;408
0.31;5;4;2;408
0.31;4;4;2;408
0.31;2;2;3;408
0.31;4;4;2;408
0.31;2;2;3;408
0.31;2;4;2;408
0.32;4;1;4;409
0.35;2;1;3;409
0.25;3;6;4;409
0.3;5;3;2;410
0.25;3;7;5;410
0.36;5;1;3;410
0.3;4;1;5;411
0.3;4;1;5;411
0.23;5;7;4;411
0.24;3;6;5;412
0.27;4;2;6;412
0.31;2;1;5;412
0.27;3;6;5;413
0.27;3;7;5;413
0.3;3;4;3;413
0.3;3;7;2;413
0.3;4;1;6;413
0.32;4;1;4;413
0.34;4;1;5;413
0.33;4;5;2;413
0.3;4;7;2;413
0.23;3;7;4;577
0.3;4;3;6;577
0.31;4;4;4;577
0.27;4;5;4;577
0.27;4;5;4;577
0.27;4;6;4;577
0.27;4;5;5;577
0.27;4;6;5;577
0.25;4;3;7;577
0.25;5;3;7;577
0.25;5;3;7;577
0.25;5;3;7;577
0.33;5;5;4;577
0.31;3;3;6;578
0.31;3;3;6;578
0.26;4;2;5;578
0.3;3;6;5;578
0.4;3;5;2;579
0.4;3;5;2;579
0.36;4;4;4;579
0.31;1;6;3;579
0.33;5;6;3;579
0.33;4;4;4;579
0.33;3;4;4;579
0.33;2;6;3;579
0.33;3;6;3;579
0.33;2;6;3;579
0.33;3;6;3;579
0.33;5;4;4;579
0.33;4;3;5;579
1;2;5;2;4102
1.01;1;4;3;4102
1.09;5;6;2;4102
1.02;5;3;3;4102
0.9;4;5;3;4103
0.9;5;5;3;4103
1.06;4;2;2;4103
0.9;3;5;3;4103
0.91;3;4;4;4105
1.07;5;1;2;4105
1.2;4;1;4;4106
0.9;5;6;3;4106
1.01;2;6;3;4106
0.94;5;4;3;4106
1.01;1;6;3;4106
1.3;3;1;4;4106
1;3;2;2;4107
0.91;1;7;4;4107
0.91;1;7;4;4107
0.91;4;5;3;4108
0.91;3;5;3;4108
0.87;4;7;3;4108
0.9;2;4;5;4108
0.91;4;3;5;4109
0.93;3;4;3;4111
0.81;4;3;8;4111
1.05;3;3;2;4112
1.02;5;3;2;4113
0.91;2;7;3;4113
1.09;3;5;2;4113
0.93;3;6;2;4113
1;2;4;2;4113
0.82;4;7;3;4113
1.13;1;3;2;4113
1.02;5;3;2;4113
1.13;5;2;3;4113
1.02;5;2;3;4113
1.2;5;1;3;4113
0.96;5;6;2;4113
1.02;4;2;2;4113
0.7;3;6;7;4114
0.7;4;5;6;4114
0.7;4;5;6;4114
0.9;2;2;7;4114
0.9;5;7;2;4114
0.91;1;3;7;4115
0.9;3;4;5;4116
1.01;2;3;3;4116
1.01;2;3;3;4116
0.73;3;7;5;4116
0.98;4;4;2;4116
0.92;2;3;5;4116
1.05;5;3;2;4116
1.05;5;4;2;4116
1.05;5;1;5;4116
1.05;4;1;5;4116
1;5;6;2;4116
0.9;2;7;3;4117
0.8;3;6;5;4118
1.02;4;2;2;4118
1.01;4;6;2;4118
1.01;5;6;2;4118
1.01;1;6;2;4118
1.01;3;6;2;4118
1.01;1;6;2;4118
1.01;1;7;3;4118
1.01;2;6;2;4118
1.01;5;4;3;4118
1.01;4;2;5;4118
1.01;5;4;3;4118
1.07;5;3;2;4119
0.9;2;5;3;4119
0.9;3;5;3;4119
1.01;3;5;2;4119
1.01;4;3;2;4119
1.01;2;5;2;4119
1.01;3;1;4;4120
1.11;5;2;2;4120
1.06;4;3;3;4120
1.11;5;2;2;4120
0.9;2;7;3;4120
1.09;5;2;2;4120
1.01;3;5;2;4121
1.01;2;2;4;4121
1.01;3;5;2;4121
1.01;2;5;2;4121
1.01;3;5;2;4121
1.01;5;5;2;4121
0.91;5;7;2;4123
0.91;3;7;2;4123
0.91;5;7;2;4123
1.13;1;1;3;4123
1.04;5;7;2;4123
0.9;3;5;4;4124
0.71;4;6;6;4124
0.9;2;4;4;4124
1.08;5;4;2;4124
1.14;4;5;1;4124
1;2;3;2;4125
1;3;6;2;4125
1;4;2;3;4125
1;3;2;3;4125
1.04;3;4;2;4125
0.8;4;6;3;4125
0.91;2;4;4;4125
0.9;1;6;4;4125
0.8;3;5;6;4126
0.9;3;2;5;4126
0.8;4;6;4;4126
1.05;4;1;2;4126
1.07;5;2;3;4126
0.81;4;4;6;4127
0.74;4;5;7;4127
0.89;4;5;3;4127
1.01;1;5;2;4127
0.9;4;7;4;4128
0.91;5;3;4;4128
0.91;5;3;4;4128
0.91;5;3;4;4128
1.07;4;5;2;4128
0.91;5;3;4;4128
1.01;4;4;3;4129
0.9;3;3;4;4129
1.01;4;3;2;4129
1.01;3;2;5;4129
1.01;2;1;5;4129
1.01;1;3;2;4129
1.01;5;2;3;4129
0.9;3;7;3;4130
0.82;4;4;6;4130
1.08;4;2;2;4130
1.16;2;5;2;4131
1.01;4;3;2;4131
1.09;4;1;4;4131
1.2;5;2;4;4131
1.06;3;2;2;4132
0.91;4;6;3;4132
1.22;5;1;2;4132
0.9;5;7;2;4133
1.23;5;2;3;4133
1.01;3;1;3;4133
1;4;2;3;4133
1.1;2;2;3;4133
0.9;4;4;4;4133
0.9;5;6;2;4133
0.9;4;3;4;4133
0.9;3;6;4;4134
1.11;5;5;2;4134
0.73;4;7;4;4134
0.73;4;7;4;4134
0.9;3;4;4;4135
0.82;3;6;4;4135
0.82;4;7;3;4135
0.82;4;7;3;4135
0.9;2;4;4;4135
1.04;4;2;3;4135
1.01;2;4;2;4135
0.9;3;3;5;4136
0.9;3;3;5;4136
0.96;3;3;4;4136
0.9;3;3;5;4136
0.9;3;3;5;4136
0.96;3;4;3;4136
1.02;3;1;3;4137
0.9;5;4;4;4137
0.9;5;4;4;4137
0.9;5;4;4;4137
0.9;5;4;4;4137
1.01;5;5;2;4137
1;2;3;3;4138
0.91;5;6;3;4138
0.91;5;6;3;4138
0.91;5;6;3;4138
1.01;5;4;3;4138
0.91;3;6;3;4138
0.91;5;6;3;4138
1.01;2;4;3;4138
1.05;5;6;2;4139
1.12;4;7;1;4139
0.97;3;4;3;4140
1.01;2;5;2;4140
1.01;2;5;2;4140
1.1;3;6;2;4140
1.32;1;3;1;4140
0.8;4;5;6;4140
1.12;4;5;2;4140
0.93;5;7;2;4140
0.93;5;7;2;4140
1.5;5;4;1;4140
1;1;6;3;4140
1.5;2;4;1;4140
1.04;5;2;2;4141
0.82;3;5;6;4141
0.91;3;5;3;4141
0.95;5;6;2;4142
1;3;4;2;4142
0.96;3;5;2;4142
0.73;4;4;8;4142
0.91;3;3;6;4143
1;5;5;3;4144
1;5;1;5;4144
1;4;1;5;4144
0.9;3;6;3;4144
0.93;3;4;3;4144
1;5;3;3;4144
1;5;5;2;4144
1.41;1;3;1;4145
1.05;5;1;4;4145
0.8;4;4;6;4146
1.21;1;1;3;4147
1.21;1;1;3;4147
0.9;4;6;3;4147
0.9;2;6;3;4147
1;3;2;3;4149
1.01;2;3;2;4149
1.01;2;6;2;4149
1.14;4;3;2;4150
0.92;5;7;2;4150
0.91;2;4;5;4150
1.01;2;4;2;4150
1;1;3;3;4150
0.95;5;4;3;4150
0.76;4;7;6;4150
1;5;3;3;4150
0.76;5;5;8;4150
1.02;5;5;2;4151
0.9;3;6;3;4151
0.9;5;4;4;4152
1.08;3;1;2;4152
1.18;4;6;1;4153
1.01;3;1;3;4153
1.03;5;3;2;4153
1.03;5;1;3;4153
1.01;5;4;2;4154
1.09;2;5;3;4154
1.01;3;4;2;4154
0.92;5;3;5;4155
0.9;3;3;4;4155
0.9;5;3;4;4155
0.9;5;3;4;4155
0.9;3;3;4;4155
0.9;3;3;4;4155
1.02;3;2;2;4155
1;2;5;2;4155
1.06;5;5;3;4155
1;5;2;4;4155
1;2;5;2;4155
1;4;5;2;4155
1;5;5;2;4155
1;5;5;2;4155
1;5;5;2;4155
1;2;2;4;4155
1;2;7;3;4155
1.06;5;7;2;4155
1;5;5;2;4155
1;5;5;2;4155
1.06;5;2;3;4155
0.9;2;3;4;4156
0.9;3;3;4;4157
0.74;4;5;6;4157
0.9;4;2;4;4157
1.1;4;1;2;4157
1.16;5;3;2;4157
0.9;5;5;3;4158
0.9;3;5;3;4158
0.92;2;7;3;4158
0.92;2;7;3;4158
1;2;5;3;4158
1.05;3;3;2;4158
1.1;4;2;2;4158
1.12;5;4;2;4158
1.04;5;4;2;4158
1.36;1;1;2;4158
1.12;2;4;2;4158
0.9;5;6;3;4158
0.9;5;5;3;4158
0.9;5;5;3;4158
1.12;4;4;2;4158
0.83;4;7;3;4159
1.02;2;4;2;4159
0.94;5;4;3;4159
1.03;5;4;2;4160
0.91;4;6;2;4160
1.32;5;1;2;4160
0.9;3;2;7;4161
0.9;4;4;3;4161
0.9;4;4;3;4161
0.59;4;7;8;4161
1.02;3;5;2;4162
1.02;3;5;2;4162
1.02;4;5;2;4162
1.02;3;5;2;4162
1.06;3;4;2;4162
1.02;3;5;2;4162
1.02;3;5;2;4162
1.02;2;5;2;4162
1.02;5;5;2;4162
1.03;4;2;2;4162
0.93;3;4;2;4163
1;1;4;3;4163
0.33;4;6;3;579
0.33;4;2;6;579
0.33;5;4;4;579
0.33;4;3;5;579
0.33;4;3;5;579
0.33;3;6;3;579
0.33;5;4;4;579
0.33;4;6;3;579
0.33;3;6;3;579
0.33;5;2;6;579
0.33;3;4;4;579
0.33;5;2;6;579
0.33;3;4;4;579
0.33;4;2;6;579
0.33;3;4;4;579
0.33;2;2;6;579
0.33;4;3;5;579
0.33;5;4;4;579
0.33;5;2;6;579
0.33;3;6;3;579
0.33;3;4;4;579
0.33;4;2;6;579
0.33;4;4;4;579
0.33;3;4;4;579
0.33;5;4;4;579
0.33;3;3;5;579
0.33;5;6;3;579
0.33;5;3;5;579
0.33;5;3;5;579
0.33;4;4;4;579
1.05;4;2;2;4163
1;4;3;2;4163
1.04;5;6;2;4164
0.85;4;4;5;4164
0.9;2;6;3;4165
0.9;3;6;3;4165
0.9;3;6;3;4165
0.9;3;6;3;4165
0.93;2;7;2;4165
0.9;2;6;3;4165
0.91;5;7;3;4165
1.01;3;2;3;4166
1.01;5;2;3;4166
1.01;5;3;2;4166
1.01;2;5;2;4166
1.01;3;3;2;4166
1;1;3;4;4166
1;2;3;4;4166
0.71;4;5;6;4167
0.71;4;5;6;4167
1.17;5;5;2;4167
1.02;2;3;3;4167
1.06;4;2;2;4167
0.9;4;7;2;4167
1.08;3;5;2;4167
1.51;1;4;1;4167
1.01;2;6;2;4168
0.92;5;7;2;4168
0.92;3;7;2;4168
1.11;3;2;2;4168
1.19;5;7;2;4168
1.11;3;6;2;4170
0.8;4;7;4;4170
1;5;4;2;4170
0.7;3;6;7;4171
1.01;3;2;2;4171
0.95;5;5;2;4171
0.73;4;5;7;4171
1.01;2;6;2;4171
1.01;2;2;3;4171
1;4;3;4;4172
0.6;4;7;7;4172
1;3;3;2;4172
0.97;5;3;3;4172
1;5;4;2;4172
0.9;3;3;4;4173
1.14;3;1;3;4173
0.9;4;3;4;4173
0.9;2;6;3;4173
0.92;3;3;4;4173
0.92;3;3;4;4173
1.08;5;1;3;4173
0.92;4;4;3;4173
1;4;2;3;4174
1.01;4;1;2;4174
1.04;3;2;3;4175
1.03;4;1;3;4175
1.13;1;5;2;4176
1.01;3;4;2;4176
1.11;5;6;2;4177
1.03;2;7;2;4177
1.11;5;6;2;4177
1.2;5;1;2;4177
1.11;3;6;2;4177
0.9;2;7;3;4178
1.01;2;6;3;4179
0.93;4;6;3;4179
1.02;2;5;2;4179
0.91;5;7;3;4179
1.28;4;5;2;4179
0.79;4;5;6;4180
0.9;5;7;3;4181
1.04;3;5;2;4181
1;3;6;2;4181
1.22;2;4;2;4181
0.83;4;4;5;4181
0.85;4;6;3;4181
1.01;2;6;3;4181
1.01;1;6;3;4181
0.9;3;4;4;4182
0.73;4;4;7;4182
0.94;4;7;2;4182
0.97;2;5;2;4182
0.93;5;5;3;4182
0.9;5;4;4;4183
0.9;5;5;3;4183
0.92;4;6;3;4183
0.78;4;7;4;4183
0.92;3;6;3;4183
0.91;2;4;4;4183
0.92;5;6;3;4183
0.9;1;5;5;4183
0.92;2;6;3;4183
0.65;4;6;8;4184
1;2;6;2;4184
1.01;5;2;3;4185
1.01;3;3;2;4185
1.01;2;4;2;4185
1.01;3;2;3;4185
1.11;4;4;2;4185
1.01;3;4;3;4185
0.9;3;3;6;4186
0.9;3;5;4;4186
0.96;3;6;2;4186
1.01;3;2;3;4186
1.15;4;3;2;4186
1.15;5;5;2;4186
0.96;3;2;4;4187
0.9;2;2;7;4187
1.01;3;5;2;4187
0.9;3;7;3;4187
0.9;2;7;3;4187
0.91;3;6;3;4188
0.91;3;5;3;4188
0.87;4;5;3;4188
0.87;5;7;3;4189
1.01;3;2;3;4189
0.85;4;6;5;4189
1.02;4;2;2;4189
1.01;2;1;5;4189
1;5;4;3;4189
1.04;3;2;3;4190
0.9;2;6;3;4190
1.01;5;3;3;4191
0.86;3;7;4;4191
1.21;3;1;4;4191
0.91;3;6;3;4191
0.91;3;6;3;4191
0.9;4;6;2;4191
1.04;2;7;2;4191
1.01;2;3;3;4191
0.9;5;3;4;4191
1.01;3;3;3;4191
1.01;1;3;3;4191
1.01;5;3;3;4191
1.01;4;3;3;4191
1.01;5;3;3;4191
1.01;5;3;3;4191
1.01;5;3;3;4191
1.1;3;2;2;4192
1.21;2;1;2;4192
0.89;4;7;2;4192
1.04;3;2;3;4193
0.91;3;3;4;4193
0.9;2;7;3;4193
1.04;2;3;2;4193
1.04;4;3;2;4193
0.8;5;4;8;4193
1.07;2;2;4;4194
0.9;4;3;5;4194
0.95;3;4;2;4194
1.01;3;1;3;4194
0.92;5;5;3;4194
1.01;4;1;3;4194
0.9;1;2;7;4194
0.9;2;4;4;4194
1.07;5;3;2;4194
0.9;5;4;4;4194
1.13;3;2;2;4195
1.01;2;4;3;4195
1;3;4;2;4195
0.73;4;7;5;4196
1.11;5;2;2;4196
1.06;4;3;3;4196
1.11;4;6;2;4196
1.11;5;2;2;4196
1.01;5;5;2;4197
1;4;5;2;4197
1.06;3;2;3;4197
1.18;5;1;2;4197
1.01;5;5;2;4197
1.01;5;5;2;4197
1.01;2;5;2;4197
1.01;5;5;2;4197
1.01;2;2;4;4197
1.01;2;5;2;4197
1.01;4;5;2;4197
0.7;2;7;7;4198
1.19;5;1;2;4198
0.9;4;5;2;4198
1.05;5;4;2;4198
1.01;2;5;3;4199
1.05;3;1;3;4199
1.03;4;6;2;4199
0.91;4;2;4;4199
0.91;4;2;4;4199
1.25;3;3;2;4199
1.03;4;2;5;4199
1.03;5;2;5;4199
1;4;2;3;4200
1.04;4;4;2;4200
1.04;3;4;2;4200
1.04;5;4;2;4200
1.04;3;4;2;4200
1;3;3;2;4200
1;5;2;3;4200
1;2;3;3;4200
1;4;2;3;4200
1;5;3;2;4200
1;3;2;3;4200
1;5;5;2;4200
1;5;6;2;4200
1;5;6;2;4200
1.25;5;1;3;4200
1.25;5;3;2;4200
0.9;3;3;5;4201
1.07;3;4;2;4201
1.07;5;4;2;4201
1.07;3;4;2;4201
1.1;5;6;2;4201
0.91;3;3;4;4201
0.91;3;3;4;4201
0.91;5;3;4;4201
0.9;3;6;3;4201
0.9;4;3;5;4201
1.05;4;1;4;4201
1.21;2;6;1;4201
1.1;3;2;2;4202
1.11;3;2;2;4202
1;5;6;2;4202
1;2;2;5;4202
0.9;2;6;4;4203
1.2;5;7;2;4203
1.05;2;6;2;4204
1;2;5;2;4204
0.96;5;4;2;4204
0.91;5;5;3;4204
0.84;3;7;3;4205
0.7;4;6;6;4205
0.91;2;3;6;4205
1.01;1;7;2;4205
1.13;3;1;4;4206
1.07;5;2;2;4206
1;3;4;2;4207
1.02;5;3;2;4207
1.02;5;3;2;4207
1.02;3;5;2;4207
1.02;2;3;2;4207
1.02;4;3;2;4207
1.01;3;2;3;4207
0.59;4;7;8;4208
1.01;3;3;4;4208
1.01;2;3;4;4208
0.81;5;7;5;4209
1.01;4;4;2;4209
0.9;5;6;3;4209
0.9;5;6;3;4209
0.9;5;6;3;4209
0.6;4;7;7;4209
0.91;2;4;5;4209
0.91;3;4;5;4209
0.91;3;4;5;4209
0.9;3;4;4;4210
0.9;3;4;4;4210
0.9;2;4;4;4210
1.01;2;4;2;4210
0.85;3;7;4;4211
0.91;3;6;3;4211
0.91;3;6;3;4211
0.91;5;6;3;4211
0.91;3;6;3;4211
0.91;2;6;3;4211
1.01;2;4;2;4211
1.18;5;7;2;4211
1.01;3;2;3;4212
1.14;4;1;2;4212
1.09;4;3;2;4212
1.11;5;3;2;4212
0.79;3;7;5;4213
0.96;4;3;2;4213
1;2;6;3;4213
1;1;6;3;4213
0.93;3;7;2;4214
0.93;3;7;2;4214
1.13;5;1;3;4214
1.12;4;7;1;4215
1.12;5;6;2;4215
0.56;4;7;8;4216
1.1;3;1;2;4217
1;2;4;3;4218
1;2;4;3;4218
1;2;7;2;4218
1;2;7;2;4218
1;2;7;2;4218
1;3;4;3;4218
1.03;3;5;2;4218
0.96;3;5;2;4218
0.93;4;3;4;4218
0.9;1;6;3;4220
1.01;2;5;2;4221
1.01;2;5;2;4221
1.03;4;1;3;4221
0.71;4;7;6;4222
1.12;4;4;2;4222
1.16;1;3;2;4222
1.16;5;1;3;4222
0.76;4;7;6;4223
0.76;5;5;8;4223
0.97;3;5;2;4223
0.9;2;4;5;4223
0.33;5;3;5;579
0.33;4;4;4;579
0.33;4;4;4;579
0.33;3;4;4;579
0.33;3;6;3;579
0.33;3;4;4;579
0.33;3;3;5;579
0.33;4;4;4;579
0.33;3;2;6;579
0.33;3;3;5;579
0.33;3;6;3;579
0.33;4;4;4;579
0.33;4;4;4;579
0.33;5;3;5;579
0.33;5;3;5;579
0.33;5;6;3;579
0.33;3;3;5;579
0.33;4;4;4;579
0.33;4;3;5;579
0.33;5;2;6;579
0.33;4;3;5;579
0.33;4;3;5;579
0.33;3;4;4;579
0.33;3;4;4;579
0.33;3;4;4;579
0.33;2;6;3;579
0.33;5;2;6;579
0.33;5;6;3;579
0.33;5;4;4;579
0.33;3;6;3;579
1.05;4;3;3;4223
1.06;3;5;2;4224
0.91;3;3;5;4224
1.07;5;1;4;4224
1.02;4;3;2;4225
1.1;4;1;2;4226
0.98;2;5;3;4226
1.02;5;5;2;4227
1.02;1;5;3;4227
1.11;4;5;2;4227
1;5;4;2;4227
1.02;5;2;3;4227
0.71;3;6;7;4228
0.92;3;3;5;4228
0.92;3;3;5;4228
0.92;3;3;5;4228
1.01;3;4;2;4228
0.86;4;6;3;4228
0.72;4;5;8;4228
0.91;5;7;3;4228
1.02;3;3;2;4229
0.76;4;7;5;4229
0.9;2;6;3;4229
0.93;5;6;3;4229
0.8;5;6;6;4229
0.9;1;5;4;4229
0.9;5;5;4;4229
0.93;4;6;3;4229
1.18;4;6;1;4229
1.09;2;5;3;4230
0.94;5;5;2;4230
0.71;4;6;7;4231
0.9;3;5;3;4232
0.9;2;5;3;4232
0.9;5;5;3;4232
0.92;3;6;3;4232
0.92;4;5;3;4232
1.07;2;5;2;4232
1.2;3;1;4;4232
1.02;4;3;3;4233
1.14;5;4;2;4233
1.14;2;4;2;4233
0.9;5;3;5;4234
0.9;2;3;5;4234
0.78;3;7;5;4234
1;5;5;3;4234
1.01;2;7;2;4234
0.96;2;4;3;4234
0.9;5;3;5;4234
0.9;3;3;5;4234
1.05;5;3;2;4234
0.9;5;3;5;4234
0.9;5;3;5;4234
0.9;2;5;4;4234
0.9;5;5;4;4234
0.9;4;3;5;4234
0.9;5;3;5;4234
1;5;5;3;4234
1.2;5;2;2;4234
1;3;5;3;4234
1;5;5;3;4234
0.71;5;7;7;4234
1.2;5;1;2;4234
1.2;4;1;3;4234
1;5;5;3;4234
1.1;3;2;3;4235
1.07;4;1;3;4235
1.07;5;3;3;4235
1.07;3;2;3;4237
1;4;2;3;4237
1.02;5;5;2;4238
0.91;5;3;4;4238
1.06;5;4;2;4238
1.02;5;5;2;4238
1.02;4;5;2;4238
1.02;5;5;2;4238
1.02;2;5;2;4238
1.02;5;5;2;4238
1.06;4;4;2;4238
1.02;5;5;2;4238
1.02;5;5;2;4238
1.01;2;2;4;4239
1.01;4;5;2;4239
1.01;4;2;4;4239
1.01;4;5;2;4239
0.91;3;7;3;4239
0.9;3;6;3;4239
1.04;5;2;5;4240
0.7;3;6;6;4240
0.79;4;6;5;4240
0.91;4;4;3;4240
1.04;5;6;2;4240
1.04;5;6;2;4240
1.05;5;4;2;4241
1.08;3;4;2;4241
1.05;3;4;2;4241
1.08;2;4;2;4241
1.02;3;5;2;4241
1.05;2;4;2;4241
1.05;3;4;2;4241
0.9;4;7;2;4241
0.61;4;7;7;4241
1.01;4;2;3;4241
0.9;2;5;3;4241
0.91;5;4;4;4241
1.01;2;3;3;4242
1.01;2;3;3;4242
1.01;3;3;3;4242
1.01;5;2;3;4242
1.01;5;2;3;4242
1.01;5;3;2;4242
1.01;5;3;2;4242
1.01;4;4;2;4242
1.01;5;3;2;4242
1.01;5;4;2;4242
1.01;5;3;2;4242
1.01;5;3;2;4242
1.01;5;3;2;4242
1.01;4;7;2;4242
1.01;5;3;2;4242
1.01;2;5;2;4242
0.84;5;5;6;4243
1.01;3;2;3;4243
0.76;4;7;5;4243
1.02;4;3;2;4243
0.92;2;4;4;4243
0.7;3;7;7;4244
1.04;3;5;2;4244
1.09;3;7;2;4244
1.01;3;2;2;4244
1.01;4;2;2;4244
1.1;2;5;2;4244
1.01;3;6;2;4244
1.02;2;7;2;4246
0.7;4;5;7;4246
0.9;5;3;4;4246
0.92;2;3;4;4247
0.96;3;4;3;4247
1.03;5;2;3;4248
1.01;5;4;2;4249
1.01;3;4;2;4249
1.01;3;4;2;4249
0.92;4;4;3;4249
1.21;4;3;3;4249
1.21;4;3;3;4249
1.01;3;3;3;4249
1.15;5;6;2;4250
1.15;3;6;2;4250
1.03;2;6;2;4250
1.12;5;3;2;4250
1.1;4;3;2;4250
0.93;5;6;2;4250
1.2;5;4;2;4250
0.9;5;4;4;4252
1.04;3;7;2;4252
1.02;3;3;2;4252
0.72;4;5;7;4252
0.9;1;7;3;4252
1.04;5;2;3;4252
0.73;4;7;6;4252
0.91;3;7;3;4253
0.92;3;7;3;4253
1.05;4;1;3;4253
0.9;2;5;4;4253
0.9;2;5;4;4253
0.92;3;6;3;4254
0.9;3;3;4;4255
1;3;5;2;4255
1;3;5;2;4255
1.06;3;2;3;4255
1;5;5;2;4255
1;3;5;2;4255
1.26;2;1;3;4255
1.02;4;4;2;4255
0.93;3;5;3;4256
1.13;5;3;3;4256
1;1;6;2;4256
0.91;5;6;3;4256
1.01;2;6;3;4256
0.91;2;6;3;4256
0.91;1;6;3;4256
1.01;1;3;3;4256
1;4;3;2;4256
1;1;5;3;4256
1;5;4;3;4256
0.91;2;4;4;4257
0.91;4;4;4;4257
1.04;2;5;2;4257
1.06;2;6;2;4257
1.01;5;5;2;4257
0.9;3;3;4;4258
0.92;2;6;3;4258
0.92;2;6;3;4258
0.92;4;6;3;4258
0.92;5;6;3;4258
0.73;4;7;5;4258
1;2;6;2;4258
0.84;3;4;6;4259
1.11;4;1;3;4259
1.17;5;5;2;4259
0.9;5;4;4;4259
0.9;5;6;3;4259
0.9;5;4;4;4259
1.01;3;7;2;4260
1.01;5;4;3;4260
1.01;3;7;2;4260
1.01;2;7;2;4260
1.01;2;7;2;4260
1.01;3;7;2;4260
